CarTitle,ImageURL,Price,Rating,PageDirectionLink,carPassenger,carTransmission Type,carSpecification
Toyota Corolla,https://mediaim.expedia.com/cars/40/8eb65cdd-3c73-4fdd-9fd0-df63fe6d4b39.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$105,3.90,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonis-na5kpn5E97zr6u8eJXIK7cCKhe1MfVXOZEf7eU7NqDIHscDo9stMflirPE-rM&dailyPriceShown=105.31&totalPriceShown=139.43&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize
Dodge Caravan,https://mediaim.expedia.com/cars/1148/2844aa6b-2552-4d75-9771-2a461e1130f9.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$140,3.50,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQhYyJ7NpoO6qpX3uWM9K76uCCeOht1uINgX8MPYXNAoaGuH7y5IUNRg0IB1Mb8GTSk_e1MkhHgWz7hpZA651Rm5yCV3DDSTzuI4yQCnuZmLXORZRp2H-Lyr34DcbUWx6iYqlXP9lfAL7UaQgSY0mq5Q&dailyPriceShown=139.58&totalPriceShown=139.58&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=443.08&isCaliforniaUser=false,7,Automatic,Mini Van
Nissan Maxima,https://mediaim.expedia.com/cars/15/32119d66-f5e5-4444-bad1-9002256e30d4.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$104,4.65,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvok2zsiNfiOT-PgoV0MbwkH8UnGGIadEPS48JJsBPcNmjUtHQFsw_NkswgeQgd4Lmxs&dailyPriceShown=103.92&totalPriceShown=140.28&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,5,Automatic,Premium
Hyundai Elantra,https://mediaim.expedia.com/cars/39/73cb182e-1cab-478b-a1b1-e41db785c82e.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$103,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolJtKbrElQYPcRHGz7r9y6pLnTnQZ8GtNxy_Xl4-FCThgWTJSnj8fxEmqYmVKmZVNo&dailyPriceShown=103.0&totalPriceShown=140.31&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,2,Automatic,Midsize
Ford Mustang,https://mediaim.expedia.com/cars/19/e0228db4-0989-4ed5-bb54-3f528622e671.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$99,1.50,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonuuzo0aTvt28cMX0RnkjOtM_O9Ta02FTvgYge0sk9hsuJS2NcHV390R4yvWeeMmsM&dailyPriceShown=99.0&totalPriceShown=141.32&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,4,Automatic,Standard Convertible
Chevrolet Malibu,https://mediaim.expedia.com/cars/39/84f9a5bc-ec97-494e-9aa8-7935d8ed7507.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$104,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomOChDPcL2T2e8SqgNYl8EUogRET2HwljA-UxKNDWYFin79d8hJ-KOz3s47aqg3wYo&referenceTotalShown=144.0&dailyPriceShown=103.78&totalPriceShown=141.35&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Chevrolet Malibu,https://mediaim.expedia.com/cars/39/24d002a1-55b3-4b47-9faf-fdd6407a3fdf.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$104,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomOChDPcL2T2e8SqgNYl8EUZ6aJEVOjcA5B_3BdMeDVVX79d8hJ-KOz3s47aqg3wYo&referenceTotalShown=144.0&dailyPriceShown=103.78&totalPriceShown=141.35&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Audi A3,https://mediaim.expedia.com/cars/15/4e6712a1-318d-4b1d-9bd1-f423ca6cf2bb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$105,4.65,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvok2zsiNfiOT-PgoV0MbwkH8yJenG9dM0nh23TCMUKDxlEtHQFsw_NkswgeQgd4Lmxs&dailyPriceShown=104.97&totalPriceShown=141.67&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,5,Automatic,Premium Special
Nissan Qashqai,https://mediaim.expedia.com/cars/1093/0bbe4d80-2be5-410d-b51f-5a26d94d74e4.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$144,3.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l5oKh2TcIH8wmUAVB5ohTizZb_nGJyTCAwdN64RckUsVpL1Zb4XPxRyTlcdIpF-Abg&dailyPriceShown=143.83&totalPriceShown=143.83&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize Crossover
Chevrolet Malibu,https://mediaim.expedia.com/cars/39/84f9a5bc-ec97-494e-9aa8-7935d8ed7507.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$106,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolJtKbrElQYPcRHGz7r9y6pogRET2HwljA-UxKNDWYFigWTJSnj8fxEmqYmVKmZVNo&dailyPriceShown=105.9&totalPriceShown=144.17&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Chevrolet Malibu,https://mediaim.expedia.com/cars/39/24d002a1-55b3-4b47-9faf-fdd6407a3fdf.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$106,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolJtKbrElQYPcRHGz7r9y6pZ6aJEVOjcA5B_3BdMeDVVQWTJSnj8fxEmqYmVKmZVNo&dailyPriceShown=105.9&totalPriceShown=144.17&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Chevrolet Silverado,https://mediaim.expedia.com/cars/39/8c0f5828-f80e-4c6b-878c-3f927ecf16b1.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$106,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomOChDPcL2T2e8SqgNYl8EUBH_8MtzXpqzBbe48FZbWgn79d8hJ-KOz3s47aqg3wYo&referenceTotalShown=147.0&dailyPriceShown=105.98&totalPriceShown=144.29&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize Pickup Regular Cab
Chrysler 300,https://mediaim.expedia.com/cars/45/eb75829e-7edb-487f-a098-5a72a4868286.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$111,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXaSx5U6_Z4vLpIj13h1zOQAs2R1W_Pw4ey8EWevJwgEs&dailyPriceShown=110.57&totalPriceShown=146.27&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,5,Automatic,Luxury
DODGE DURANGO,https://mediaim.expedia.com/cars/2/3d2790d8-4ab6-4ec4-8305-3561a8508fc3.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$112,1.95,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoklD0Xxhnj5JTnPc3UzJwExixpuKvh0y_0yKMpUrIteKKhMqJafoiMogIOvzYIDF-o&dailyPriceShown=112.26&totalPriceShown=146.64&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,7,Automatic,Fullsize SUV
Chevrolet Silverado,https://mediaim.expedia.com/cars/39/8c0f5828-f80e-4c6b-878c-3f927ecf16b1.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$108,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolJtKbrElQYPcRHGz7r9y6pBH_8MtzXpqzBbe48FZbWggWTJSnj8fxEmqYmVKmZVNo&dailyPriceShown=108.15&totalPriceShown=147.15&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize Pickup Regular Cab
Audi Q3,https://mediaim.expedia.com/cars/6/61b89719-419b-4c77-a1b4-34d63a4d9691.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$109,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonTQBTp-KHVk4GViHiGn2WH9NP4K2bhz7PPAOaqQ66en3w6fYV9bresyqUQiNwlbcI&dailyPriceShown=109.26&totalPriceShown=147.36&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=159.74&isCaliforniaUser=false,5,Automatic,Standard Elite SUV
Dodge Caravan,https://mediaim.expedia.com/cars/1101/a4ef5dab-fda0-4d7b-bc83-e32b0df34c2b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$105,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvokYfpHuiByy4QLVQiBF1xjPNrkgBJOBeQGqtwLNvWD8gYW1OLJ7MGW7zI15CY6XLH4&dailyPriceShown=104.71&totalPriceShown=147.76&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=443.08&isCaliforniaUser=false,7,Automatic,Mini Van
Ford Edge,https://mediaim.expedia.com/cars/6/03cab72a-8d18-48c2-b562-6ce511835edb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$111,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvoltWcn5Dwd0LmVtqBxx5aAP6WJM6P_Azz_rm8yv8XmAc1cu73GfY408JyTYROc80J8&dailyPriceShown=111.05&totalPriceShown=149.76&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard SUV
Ford Edge,https://mediaim.expedia.com/cars/45/3137b3da-2d36-4c9d-bdf4-d0f6cd17996b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$113,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXBkvQbC8pPNT0buCN9WrCCNqDIHscDo9stMflirPE-rM&dailyPriceShown=113.27&totalPriceShown=149.79&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard SUV
Chrysler 300,https://mediaim.expedia.com/cars/39/cbfdef35-59f1-410b-a133-9fb9f2273d13.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$110,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomOChDPcL2T2e8SqgNYl8EUnzSOMm25uPTVZ38yhwmACqPIO4D_3R8-Sapl0r8Kok8&referenceTotalShown=153.0&dailyPriceShown=110.18&totalPriceShown=149.86&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&isCaliforniaUser=false,5,Automatic,Premium
Audi Q5,https://mediaim.expedia.com/cars/41/d1792719-f4f9-4eda-a788-6178a24e63cc.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$111,4.05,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQH6ErJ9XL3akGV1vvV2n0l82Sx8rz5ZH3Rmz7xlXhFoamfGnku-eFk7AX8ftH2tTwQD2G4HMD7ZLyjKSlDKhph3-LHV9UDOhPU755_l-MdkU&referenceTotalShown=154.0&dailyPriceShown=110.89&totalPriceShown=150.8&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=159.74&isCaliforniaUser=false,5,Automatic,Standard Elite
Hyundai Tuscon,https://mediaim.expedia.com/cars/1061/a6b4c9ef-53e6-41f7-825f-465712c7eaad.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$107,1.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol7Dhet30NuYNn98LhwEuPHTEosRVQSWPZihr83vfgoJfioeCIHsTE4HGwvyTpmd1Q&dailyPriceShown=106.82&totalPriceShown=151.11&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
Dodge Charger,https://mediaim.expedia.com/cars/1061/b39e7be0-ec2b-40c5-8ec7-32700afa7505.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$107,1.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol7Dhet30NuYNn98LhwEuPHZ4Gw6bnj4XRteVedoNFhdvioeCIHsTE4HGwvyTpmd1Q&dailyPriceShown=106.82&totalPriceShown=151.11&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=197.66&isCaliforniaUser=false,5,Automatic,Luxury
Hyundai Santa,https://mediaim.expedia.com/cars/1061/3c6370c2-805e-411e-b15f-4409ad7ca473.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$107,1.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol7Dhet30NuYNn98LhwEuPHWyFawvt-TctP9vztozrJM_ioeCIHsTE4HGwvyTpmd1Q&dailyPriceShown=106.82&totalPriceShown=151.11&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard SUV
Jeep Wrangler,https://mediaim.expedia.com/cars/6/1573d713-ad42-49e8-827e-4670e8936ce0.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$113,4.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvonTQBTp-KHVk4GViHiGn2WHpqOvDcyL50EnFuNRecCZc3w6fYV9bresyqUQiNwlbcI&dailyPriceShown=112.93&totalPriceShown=152.25&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize Open Air All-Terrain
